id,cliente_id,fecha,estado,total
1625,493,2025-10-26,pagado,2151.87
1626,568,2025-06-30,enviado,2081.39
1627,785,2024-12-06,pendiente,2014.75
1628,452,2024-01-31,pendiente,965.13
1629,654,2025-03-25,pendiente,2365.87
1630,579,2024-03-13,enviado,3896.5
1631,1651,2026-01-21,pendiente,2575.91
1632,1642,2024-11-29,pendiente,365.49
1633,1398,2025-07-20,pagado,651.47
1634,641,2024-08-12,entregado,2986.22
1635,158,2025-05-08,entregado,730.71
1636,245,2025-08-01,enviado,1564.37
1637,177,2024-06-14,cancelado,877.78
1638,862,2025-04-23,pendiente,3018.19
1639,656,2025-02-25,cancelado,1292.32
1640,1722,2025-06-21,entregado,2476.12
1641,950,2025-09-22,entregado,1738.97
1642,1419,2024-05-03,pagado,2015.66
1643,1062,2025-12-13,pagado,2411.13
1644,715,2025-05-18,enviado,794.02
1645,730,2024-09-11,enviado,276.12
1646,1176,2025-09-06,pendiente,140.3
1647,287,2024-10-28,pendiente,3515.65
1648,120,2026-02-28,enviado,1134.19
1649,368,2024-12-17,enviado,1129.13
1650,238,2025-06-18,pendiente,3668.22
1651,950,2025-03-25,enviado,1732.33
1652,1377,2024-12-17,pendiente,3839.95
1653,1798,2024-08-26,pagado,3033.44
1654,103,2025-05-31,pendiente,2623.35
1655,1526,2024-09-05,pendiente,1161.53
1656,163,2025-09-03,entregado,140.87
1657,979,2025-06-15,pagado,1273.05
1658,865,2024-11-10,cancelado,864.99
1659,636,2024-10-07,cancelado,2071.27
1660,454,2026-03-05,enviado,25.69
1661,1613,2024-02-25,pagado,3699.62
1662,1238,2025-11-23,entregado,3810.9
1663,682,2024-10-25,enviado,3072.87
1664,1649,2026-01-26,pendiente,917.77
1665,42,2024-10-31,entregado,1352.92
1666,1069,2026-03-08,pagado,254.57
1667,1546,2026-01-28,cancelado,416.93
1668,1944,2025-01-30,pagado,655.41
1669,1085,2024-05-18,pagado,4011.9
1670,267,2024-12-10,enviado,606.72
1671,1942,2024-12-07,entregado,1267.18
1672,307,2025-02-24,entregado,1201.68
1673,1306,2024-10-16,enviado,3886.57
1674,892,2024-07-17,enviado,2201.73
1675,969,2025-04-18,entregado,2693.5
1676,373,2025-12-27,enviado,69.06
1677,1663,2024-01-28,enviado,4095.8
1678,377,2025-07-08,pendiente,2585.15
1679,1872,2024-03-06,cancelado,449.08
1680,395,2025-05-08,cancelado,1180.04
1681,1862,2024-06-13,entregado,3872.93
1682,722,2025-01-28,enviado,2445.63
1683,197,2025-02-02,enviado,144.34
1684,1806,2025-03-26,pagado,3253.9
1685,1249,2026-02-26,enviado,1192.25
1686,120,2024-08-04,cancelado,2700.3
1687,805,2024-09-10,cancelado,542.61
1688,628,2024-03-11,enviado,2320.83
1689,679,2025-06-14,pagado,2395.64
1690,966,2024-09-11,pagado,3403.11
1691,930,2026-03-02,entregado,3244.62
1692,991,2024-09-17,cancelado,2798.42
1693,1825,2025-10-31,enviado,2436.2
1694,1669,2025-07-06,pendiente,3017.44
1695,273,2024-12-04,entregado,2239.27
1696,1806,2024-05-24,entregado,2011.36
1697,1092,2025-11-20,cancelado,950.79
1698,1472,2025-02-18,pagado,3197.27
1699,1355,2024-03-16,pendiente,677.46
1700,1468,2026-03-04,entregado,1288.35
1701,1618,2026-01-25,pendiente,497.35
1702,10,2025-03-05,enviado,1725.15
1703,870,2024-08-24,pagado,109.98
1704,228,2024-10-03,entregado,3129.21
1705,1185,2025-08-29,cancelado,3062.29
1706,1769,2024-10-10,enviado,1989.59
1707,1170,2025-09-22,cancelado,1917.26
1708,1028,2024-05-28,entregado,1345.86
1709,319,2025-11-26,pagado,2329.86
1710,1135,2025-08-30,pagado,3794.75
1711,1310,2024-05-18,pagado,248.82
1712,1736,2026-01-13,enviado,3499.28
1713,505,2024-05-29,enviado,3483.7
1714,1876,2024-02-21,entregado,2142.9
1715,1089,2024-12-10,enviado,1998.84
1716,725,2025-07-07,entregado,3465.09
1717,1262,2024-12-07,entregado,1527.33
1718,1167,2024-04-01,pagado,3130.53
1719,85,2025-01-01,entregado,2709.7
1720,260,2025-03-10,enviado,1167.21
1721,129,2024-09-02,enviado,4052.95
1722,1360,2025-03-17,pagado,3634.67
1723,1810,2026-01-04,pendiente,1422.62
1724,1244,2024-06-18,enviado,717.83
1725,162,2025-07-04,entregado,762.85
1726,8,2025-10-30,cancelado,3865.52
1727,1956,2025-07-19,enviado,1294.44
1728,1971,2024-08-06,cancelado,2926.53
1729,1697,2025-04-04,enviado,1479.64
1730,963,2024-07-21,enviado,3445.28
1731,224,2024-09-17,enviado,3619.67
1732,729,2025-05-02,pagado,2071.61
1733,1639,2024-01-02,cancelado,4058.43
1734,1344,2025-12-14,cancelado,2931.41
1735,1349,2024-02-10,enviado,2047.93
1736,58,2025-05-26,pendiente,2464.6
1737,52,2026-02-11,cancelado,3716.08
1738,1468,2025-06-06,cancelado,782.29
1739,582,2024-05-02,entregado,111.44
1740,1258,2025-12-13,cancelado,502.2
1741,945,2025-10-05,entregado,1778.51
1742,1486,2025-07-05,enviado,668.12
1743,574,2025-11-21,enviado,3655.03
1744,95,2025-09-21,entregado,759.87
1745,1182,2025-04-01,pendiente,65.52
1746,755,2025-06-10,enviado,1691.18
1747,696,2025-02-25,enviado,1786.27
1748,1558,2024-09-10,pagado,1190.84
1749,217,2025-09-20,pagado,2925.77
1750,1118,2024-11-25,pagado,2566.28
1751,1270,2024-11-02,pagado,255.66
1752,402,2025-12-15,enviado,3745.1
1753,852,2025-06-09,enviado,3456.86
1754,919,2024-11-17,cancelado,2871.77
1755,344,2026-02-15,pagado,3386.88
1756,776,2025-01-25,cancelado,2542.71
1757,1276,2024-08-14,cancelado,3893.93
1758,1414,2025-06-21,entregado,912.86
1759,787,2026-01-03,pendiente,2910.86
1760,92,2024-01-26,cancelado,314.03
1761,1348,2025-10-02,enviado,3666.4
1762,1796,2024-10-13,enviado,192.41
1763,1189,2025-10-28,entregado,1681.6
1764,458,2025-03-15,pagado,379.13
1765,1016,2024-08-18,pendiente,1052.09
1766,818,2024-07-14,pagado,1467.59
1767,881,2024-08-21,cancelado,372.09
1768,995,2025-01-18,entregado,3808.35
1769,1069,2024-09-13,enviado,3718.95
1770,429,2025-03-11,pagado,1006.08
1771,733,2024-01-19,pendiente,442.28
1772,375,2024-10-04,pendiente,2650.89
1773,831,2024-03-09,enviado,1709.37
1774,349,2026-01-20,cancelado,1484.86
1775,311,2025-09-04,pendiente,2048.62
1776,1604,2025-02-02,entregado,4059.54
1777,387,2024-06-25,enviado,2074.23
1778,287,2025-11-06,pagado,1278.45
1779,1902,2025-08-13,entregado,3254.69
1780,356,2025-04-19,cancelado,1936.34
1781,1659,2024-04-02,pagado,501.04
1782,1408,2026-03-01,enviado,1733.21
1783,1931,2025-03-29,pendiente,1223.39
1784,308,2025-03-31,pendiente,2466.56
1785,617,2024-03-29,pagado,351.59
1786,951,2024-09-03,enviado,2707.83
1787,394,2025-10-10,pendiente,2806.44
1788,1548,2026-01-26,pagado,2607.35
1789,1324,2025-07-08,entregado,474.48
1790,1854,2025-12-24,enviado,215.93
1791,1907,2024-06-16,entregado,124.18
1792,1169,2026-02-26,enviado,2358.56
1793,532,2026-02-05,entregado,2183.75
1794,235,2024-10-06,cancelado,53.63
1795,1877,2024-10-04,cancelado,1026.77
1796,597,2024-05-15,enviado,968.38
1797,811,2024-10-27,enviado,2807.34
1798,1573,2025-07-03,cancelado,3400.85
1799,981,2026-02-25,enviado,1234.38
1800,584,2024-04-27,enviado,583.19
1801,418,2024-03-17,pendiente,1649.86
1802,1376,2024-08-24,enviado,585.07
1803,126,2024-09-06,entregado,2489.55
1804,1870,2024-10-30,cancelado,2844.23
1805,1007,2024-09-03,entregado,3558.07
1806,575,2024-06-25,pendiente,2511.43
1807,1095,2024-02-11,pagado,2425.42
1808,1687,2024-06-16,pagado,1303.2
1809,1869,2024-08-07,enviado,3784.91
1810,1644,2025-08-21,cancelado,2827.85
1811,43,2025-12-29,enviado,1257.7
1812,242,2024-05-06,cancelado,2004.98
1813,88,2025-10-26,entregado,1012.69
1814,742,2024-05-10,enviado,3389.52
1815,1501,2025-11-27,entregado,3739.42
1816,330,2025-05-17,entregado,2876.01
1817,12,2025-07-06,enviado,2048.25
1818,1323,2024-08-11,enviado,1642.1
1819,1535,2025-09-15,pagado,4165.42
1820,1627,2026-01-21,pagado,4037.73
1821,721,2025-06-21,pendiente,3035.79
1822,1133,2024-09-04,cancelado,2587.06
1823,947,2024-02-05,enviado,311.24
1824,192,2025-08-23,pendiente,2490.85
1825,1283,2026-02-13,enviado,717.97
1826,131,2026-03-02,cancelado,2083.47
1827,1238,2025-07-29,cancelado,4098.93
1828,1309,2024-02-13,cancelado,3388.82
1829,816,2024-06-26,cancelado,185.05
1830,1622,2025-06-26,entregado,2915.9
1831,477,2025-08-19,cancelado,2748.93
1832,1169,2025-03-18,pendiente,2540.69
1833,436,2024-09-02,entregado,3791.95
1834,231,2025-10-21,enviado,947.73
1835,917,2024-06-17,enviado,2168.23
1836,486,2024-08-21,enviado,3025.64
1837,858,2025-10-06,cancelado,1071.95
1838,356,2024-04-09,cancelado,214.01
1839,69,2025-01-10,entregado,2337.69
1840,1803,2025-03-24,cancelado,1202.36
1841,619,2025-07-01,enviado,3868.94
1842,498,2024-10-15,pendiente,1955.4
1843,470,2024-08-27,enviado,915.85
1844,1568,2025-08-30,cancelado,3679.7
1845,436,2024-08-28,entregado,1093.67
1846,1331,2024-08-01,cancelado,2771.22
1847,1220,2025-12-13,entregado,1009.08
1848,1333,2024-12-06,cancelado,420.99
1849,1569,2025-02-18,pendiente,3960.53
1850,194,2025-10-17,pendiente,3221.93
1851,1400,2025-03-10,cancelado,991.6
1852,1968,2025-11-21,pendiente,2303.79
1853,1141,2026-01-26,entregado,67.53
1854,1416,2025-03-10,entregado,2067.6
1855,1034,2024-05-17,entregado,922.04
1856,919,2024-07-27,enviado,3585.83
1857,136,2025-09-05,pendiente,2409.68
1858,1837,2024-09-16,pagado,2362.5
1859,854,2025-02-27,pagado,113.7
1860,180,2024-01-13,entregado,3509.42
1861,348,2024-03-02,enviado,2716.71
1862,404,2025-04-22,enviado,2921.69
1863,1580,2024-07-01,pendiente,2733.94
1864,1573,2024-02-16,pendiente,3332.65
1865,1667,2024-04-06,enviado,43.01
1866,1769,2025-05-14,pendiente,1206.84
1867,1871,2025-09-18,pagado,3468.85
1868,1979,2024-06-26,pendiente,1453.5
1869,646,2026-01-16,pendiente,3603.45
1870,1356,2024-01-30,pendiente,2471.78
1871,142,2024-10-18,entregado,1502.64
1872,999,2024-05-05,enviado,3791.5
1873,1350,2025-01-09,pendiente,3295.2
1874,1024,2025-07-31,enviado,1084.03
1875,169,2024-01-31,entregado,3390.55
1876,646,2026-01-31,pendiente,1640.27
1877,1444,2026-03-09,enviado,3636.22
1878,1351,2024-09-18,pendiente,3227.83
1879,657,2025-01-06,cancelado,3117.22
1880,1404,2025-02-12,enviado,3990.81
1881,54,2024-03-02,pendiente,1941.5
1882,1756,2024-12-23,entregado,1574.39
1883,992,2024-04-02,pagado,2329.88
1884,1350,2025-11-22,cancelado,971.79
1885,583,2025-10-05,cancelado,1488.03
1886,1603,2025-01-01,pagado,4026.7
1887,1269,2026-02-12,pagado,1964.39
1888,455,2025-09-09,pendiente,3233.94
1889,989,2025-02-22,entregado,3587.73
1890,12,2024-10-27,pendiente,848.65
1891,526,2024-08-01,pagado,395.96
1892,604,2024-08-25,pendiente,1661.21
1893,1962,2025-08-15,enviado,1705.04
1894,47,2025-06-21,cancelado,2489.37
1895,711,2025-06-24,pagado,3010.33
1896,887,2024-05-25,pendiente,396.25
1897,1483,2024-01-24,cancelado,3131.64
1898,1179,2024-01-09,pendiente,1243.3
1899,1930,2025-09-16,enviado,3191.84
1900,863,2025-01-19,pagado,3023.44
1901,276,2024-01-07,pagado,3004.58
1902,727,2024-04-02,pagado,2140.43
1903,1363,2024-09-30,cancelado,2999.76
1904,1019,2026-03-07,enviado,1331.63
1905,1950,2024-04-23,enviado,2562.83
1906,1905,2026-01-06,pagado,1045.36
1907,1902,2024-07-02,cancelado,2775.82
1908,199,2024-09-12,cancelado,3902.97
1909,697,2024-09-28,enviado,2912.56
1910,1992,2025-04-16,enviado,997.52
1911,1232,2024-01-01,entregado,3330.77
1912,304,2025-07-26,cancelado,1922.17
1913,906,2025-07-27,enviado,2042.73
1914,471,2024-03-21,pendiente,2896.94
1915,635,2024-05-28,pagado,1174.47
1916,349,2024-09-26,pagado,4008.08
1917,1837,2024-04-10,pendiente,1375.53
1918,882,2025-03-13,cancelado,4117.34
1919,1050,2025-03-11,entregado,299.44
1920,446,2024-01-06,entregado,2914.38
1921,1132,2025-02-25,pendiente,1027.05
1922,1249,2026-01-30,pagado,3672.25
1923,616,2024-10-05,pendiente,4040.34
1924,979,2024-06-18,enviado,4104.73
1925,607,2024-01-06,pendiente,3346.21
1926,1882,2024-01-31,cancelado,1728.81
1927,1056,2024-12-17,cancelado,475.77
1928,50,2024-02-28,pendiente,4056.32
1929,1073,2025-06-10,pendiente,1815.99
1930,1094,2024-07-27,enviado,1792.71
1931,362,2024-11-29,entregado,1753.45
1932,1399,2025-12-24,pagado,1331.33
1933,306,2025-01-23,pendiente,4158.25
1934,795,2024-11-17,pagado,3607.32
1935,399,2024-12-07,cancelado,2833.23
1936,624,2024-10-18,pendiente,1866.19
1937,368,2025-11-30,pagado,2155.17
1938,1230,2024-04-04,entregado,1777.43
1939,1502,2025-10-21,cancelado,447.87
1940,1308,2024-04-30,entregado,3694.74
1941,322,2025-04-18,pendiente,1869.22
1942,1977,2024-10-15,pagado,3148.89
1943,237,2024-09-06,pendiente,1198.22
1944,1264,2024-02-29,cancelado,3977.36
1945,225,2024-01-28,enviado,3704.63
1946,1571,2025-05-15,pagado,1534.44
1947,1271,2024-06-06,enviado,1873.15
1948,344,2026-01-25,pendiente,141.42
1949,178,2025-07-18,enviado,1701.61
1950,1963,2024-08-06,pendiente,1660.05
1951,1138,2024-01-17,pendiente,3635.93
1952,1008,2025-03-26,entregado,1241.75
1953,21,2025-03-26,pendiente,3851.17
1954,772,2024-01-25,cancelado,225.01
1955,1987,2024-05-06,entregado,1486.66
1956,642,2024-09-28,entregado,3451.39
1957,1486,2024-01-17,enviado,3265.2
1958,1450,2024-07-02,pagado,515.75
1959,742,2025-10-19,entregado,2685.24
1960,505,2024-07-17,entregado,859.09
1961,967,2024-09-22,pendiente,3387.14
1962,1261,2024-11-13,pagado,3339.98
1963,1169,2024-05-12,enviado,1052.36
1964,82,2025-12-25,entregado,4047.19
1965,427,2024-10-12,pagado,663.78
1966,1302,2025-04-11,cancelado,4003.45
1967,133,2024-04-15,cancelado,4063.03
1968,2,2025-11-23,pendiente,323.69
1969,1943,2025-04-03,enviado,1234.94
1970,1791,2025-03-21,entregado,3002.58
1971,1024,2025-08-13,enviado,2675.21
1972,103,2026-03-08,cancelado,3859.69
1973,1729,2024-04-07,enviado,3678.45
1974,244,2024-06-11,entregado,2893.61
1975,982,2024-01-29,entregado,3930.96
1976,1591,2025-04-28,pendiente,2460.43
1977,354,2025-08-29,entregado,3054.06
1978,1718,2025-05-07,pagado,4144.43
1979,1415,2024-07-07,entregado,1460.68
1980,240,2024-11-15,entregado,3078.52
1981,997,2024-07-06,pagado,2180.85
1982,1947,2025-01-11,entregado,2253.84
1983,1290,2025-01-02,pendiente,509.7
1984,69,2025-10-17,pendiente,1157.62
1985,1165,2024-05-19,pagado,2380.52
1986,1317,2025-01-03,enviado,2468.49
1987,422,2024-06-25,entregado,539.8
1988,550,2026-02-06,pagado,2597.32
1989,41,2024-08-01,enviado,4100.63
1990,1731,2025-05-23,enviado,2889.53
1991,1928,2024-07-06,pagado,1411.14
1992,1010,2024-12-09,pendiente,3657.21
1993,1520,2025-02-16,cancelado,1170.43
1994,866,2025-09-21,entregado,2638.14
1995,765,2024-05-24,pendiente,215.94
1996,1045,2025-09-08,cancelado,1342.12
1997,402,2026-01-09,enviado,1299.49
1998,205,2025-11-25,cancelado,545.73
1999,632,2024-06-14,pendiente,3583.85
2000,1584,2024-04-07,enviado,3935.13
2001,106,2025-01-10,cancelado,2430.25
2002,1485,2024-11-30,cancelado,1705.22
2003,748,2025-12-22,pendiente,3492.51
2004,1643,2025-02-26,enviado,57.78
2005,1920,2024-11-12,entregado,2904.75
2006,1396,2025-01-27,cancelado,2245.78
2007,1071,2024-12-24,enviado,1168.29
2008,831,2025-06-07,enviado,2490.26
2009,557,2024-10-04,enviado,2041.21
2010,1536,2025-06-26,pendiente,3763.88
2011,1272,2024-06-21,pendiente,3435.26
2012,1578,2024-06-01,cancelado,3405.01
2013,194,2025-04-18,pendiente,1486.28
2014,1829,2024-03-25,enviado,2542.7
2015,1787,2026-03-05,cancelado,679.04
2016,671,2024-05-21,entregado,483.95
2017,1037,2025-04-17,pendiente,1666.34
2018,1360,2025-06-14,pagado,2290.15
2019,306,2024-06-25,pendiente,1191.02
2020,1223,2026-01-30,pendiente,1206.39
2021,419,2025-04-17,pendiente,1984.21
2022,1315,2025-07-31,enviado,3708.99
2023,1315,2025-01-29,pendiente,2986.36
2024,1658,2024-04-28,entregado,606.95
2025,834,2024-12-12,enviado,3183.06
2026,1066,2025-02-20,pagado,962.26
2027,1285,2025-07-29,pagado,2831.03
2028,180,2025-02-15,entregado,1369.44
2029,420,2024-10-04,pagado,3099.48
2030,576,2025-02-19,pendiente,2634.72
2031,1277,2024-06-01,enviado,1424.12
2032,1651,2024-12-09,entregado,1266.84
2033,1249,2024-08-10,entregado,4097.64
2034,1211,2024-04-19,cancelado,269.55
2035,1920,2024-02-27,cancelado,1585.64
2036,1125,2025-05-21,pagado,2401.65
2037,1560,2025-06-26,enviado,2299.95
2038,1085,2025-07-06,cancelado,4160.7
2039,1111,2025-06-15,cancelado,1031.04
2040,526,2024-05-14,enviado,3510.56
2041,263,2026-01-12,cancelado,2595.04
2042,1817,2024-05-13,cancelado,1035.24
2043,1549,2024-08-07,cancelado,318.39
2044,38,2025-05-09,entregado,2745.87
2045,1741,2024-11-29,entregado,388.54
2046,876,2026-02-06,pagado,1390.89
2047,1694,2026-01-15,cancelado,2313.3
2048,1799,2025-05-26,cancelado,4088.58
2049,1892,2024-03-07,entregado,2015.99
2050,1501,2025-01-05,pendiente,3683.6
2051,1355,2026-01-29,entregado,2552.34
2052,1528,2025-04-23,entregado,2912.2
2053,1925,2024-02-01,pagado,2119.49
2054,1666,2024-12-11,entregado,491.43
2055,1389,2024-06-20,pendiente,3274.33
2056,740,2024-05-12,pagado,3178.78
2057,1234,2025-09-21,enviado,256.8
2058,1600,2026-01-06,enviado,2270.98
2059,131,2025-05-23,pagado,1139.77
2060,814,2025-11-22,enviado,1252.44
2061,859,2025-06-14,entregado,1235.57
2062,1635,2025-02-16,cancelado,2084.77
2063,1946,2025-03-07,cancelado,53.83
2064,159,2024-05-18,entregado,1252.54
2065,241,2024-01-16,cancelado,3182.65
2066,1068,2025-12-28,enviado,2064.46
2067,255,2026-03-05,pendiente,1813.5
2068,692,2024-07-15,entregado,2849.83
2069,1399,2024-03-19,pagado,4138.23
2070,810,2025-11-07,entregado,391.8
2071,870,2025-11-15,entregado,2719.78
2072,1165,2025-09-04,pagado,239.33
2073,33,2025-12-29,pagado,879.1
2074,470,2025-03-10,entregado,3780.71
2075,951,2025-06-30,pagado,3801.35
2076,1285,2026-01-14,cancelado,1388.67
2077,1271,2025-12-27,entregado,2224.17
2078,532,2025-04-18,entregado,2064.01
2079,506,2025-12-29,enviado,410.01
2080,566,2025-06-10,enviado,3329.73
2081,246,2024-12-27,pagado,1007.16
2082,23,2024-04-04,pagado,2629.69
2083,1749,2024-05-29,pagado,1454.24
2084,629,2025-01-12,cancelado,3856.82
2085,1538,2025-07-02,enviado,4030.56
2086,463,2024-07-31,cancelado,4092.94
2087,1775,2024-08-09,cancelado,3829.91
2088,614,2024-03-18,pagado,2228.78
2089,207,2024-01-25,entregado,959.43
2090,336,2026-02-24,pagado,3829.82
2091,1977,2024-04-28,entregado,1205.19
2092,1245,2024-05-06,enviado,680.34
2093,648,2025-09-11,pagado,2865.07
2094,1922,2024-10-14,pendiente,1611.66
2095,843,2025-03-16,cancelado,435.92
2096,1488,2024-11-12,pendiente,3669.2
2097,980,2024-07-17,enviado,3194.0
2098,1610,2024-09-10,pendiente,2583.07
2099,1463,2025-08-30,entregado,3224.96
2100,1956,2025-05-27,pagado,1836.13
2101,1422,2024-11-29,entregado,1326.57
2102,1891,2026-03-03,pagado,582.51
2103,954,2025-09-29,pagado,363.8
2104,1088,2026-02-25,entregado,1452.86
2105,447,2024-12-04,pendiente,250.91
2106,1164,2024-11-05,entregado,2257.82
2107,728,2024-01-18,pagado,4190.99
2108,1216,2025-05-26,entregado,2051.39
2109,1191,2025-03-07,entregado,2167.62
2110,535,2025-10-09,cancelado,2358.52
2111,129,2025-12-26,enviado,2174.49
2112,1546,2026-02-16,pendiente,3636.53
2113,68,2024-08-18,pendiente,90.43
2114,708,2024-01-10,pagado,3672.24
2115,86,2025-05-17,enviado,425.35
2116,1400,2024-02-14,pendiente,3882.48
2117,1529,2024-05-01,pendiente,343.95
2118,941,2025-01-22,pendiente,1986.51
2119,892,2024-08-31,cancelado,3157.99
2120,815,2024-02-14,pendiente,3991.96
2121,1145,2025-02-26,enviado,2745.09
2122,437,2024-06-26,entregado,622.52
2123,536,2024-12-27,pendiente,629.35
2124,1977,2024-02-11,entregado,1021.99
2125,411,2024-07-29,enviado,232.7
2126,1771,2024-05-30,entregado,4087.71
2127,467,2024-03-23,cancelado,876.38
2128,1193,2025-06-22,cancelado,1522.62
2129,1881,2026-02-09,cancelado,1303.53
2130,1240,2024-11-11,cancelado,3801.66
2131,1039,2025-12-08,pendiente,2059.55
2132,1895,2024-12-31,cancelado,628.19
2133,936,2024-02-24,cancelado,2175.68
2134,1237,2025-04-16,enviado,2422.92
2135,1933,2025-04-05,entregado,3611.74
2136,1929,2025-05-17,pagado,3969.22
2137,1317,2024-07-17,cancelado,4192.33
2138,1435,2024-04-08,enviado,3787.1
2139,251,2025-12-14,cancelado,2027.53
2140,651,2024-10-31,pagado,879.0
2141,1164,2024-01-15,enviado,2655.64
2142,1495,2024-01-27,pendiente,3236.41
2143,699,2025-07-21,pendiente,40.79
2144,1553,2025-09-04,enviado,3237.25
2145,1894,2025-01-07,pendiente,2028.17
2146,1501,2024-06-14,pendiente,2214.03
2147,916,2024-04-29,cancelado,1799.59
2148,1853,2025-01-24,pendiente,1775.72
2149,525,2026-01-16,enviado,896.89
2150,1997,2025-02-14,enviado,2402.12
2151,212,2024-06-20,entregado,59.46
2152,598,2024-02-24,enviado,3852.75
2153,284,2024-08-20,pendiente,775.57
2154,824,2024-09-27,cancelado,3874.53
2155,1892,2025-03-01,pendiente,3032.21
2156,1885,2026-03-05,enviado,1430.42
2157,1996,2025-01-06,pendiente,3654.14
2158,1861,2024-09-20,cancelado,2880.61
2159,661,2025-12-23,enviado,1487.89
2160,890,2025-10-12,enviado,3915.38
2161,806,2025-05-24,pagado,3002.05
2162,849,2024-02-11,pagado,2167.42
2163,1684,2024-07-31,cancelado,1630.28
2164,1891,2024-06-28,entregado,3725.15
2165,1532,2026-03-10,pagado,623.41
2166,958,2025-03-09,entregado,452.86
2167,229,2025-04-30,pendiente,2840.69
2168,1766,2025-12-17,enviado,1797.97
2169,1235,2024-12-10,enviado,3097.13
2170,1483,2024-04-28,entregado,3132.07
2171,1844,2024-12-08,cancelado,3886.41
2172,1712,2024-04-27,enviado,2361.67
2173,1424,2024-02-16,enviado,2296.85
2174,1150,2025-09-17,entregado,1992.5
2175,411,2025-11-02,entregado,144.13
2176,684,2025-08-05,entregado,1948.43
2177,590,2025-08-04,enviado,1926.75
2178,1010,2025-03-05,enviado,4144.04
2179,1832,2025-07-13,pagado,3291.3
2180,1969,2024-07-26,entregado,1644.4
2181,809,2025-02-02,enviado,3816.44
2182,1806,2024-09-22,entregado,2747.15
2183,1356,2025-05-01,entregado,1825.23
2184,249,2025-05-26,entregado,1783.97
2185,1374,2025-02-05,pagado,3772.83
2186,910,2024-02-11,pagado,1303.51
2187,1370,2024-07-08,enviado,88.73
2188,516,2024-05-09,pagado,2974.91
2189,1485,2025-02-01,entregado,3577.45
2190,866,2025-07-20,enviado,1906.41
2191,450,2025-10-21,pendiente,2042.82
2192,1729,2025-08-29,pendiente,878.03
2193,68,2026-01-23,entregado,3724.92
2194,1566,2026-01-18,entregado,613.73
2195,87,2025-09-19,enviado,704.63
2196,872,2025-11-04,entregado,678.55
2197,1371,2025-04-30,pendiente,1733.56
2198,88,2025-07-15,entregado,1186.29
2199,1841,2024-09-14,cancelado,2099.43
2200,488,2024-02-25,entregado,2451.23
2201,1888,2024-08-04,cancelado,2650.99
2202,509,2024-05-06,enviado,1599.75
2203,928,2025-07-10,pendiente,1733.97
2204,762,2024-03-01,pendiente,1305.23
2205,1681,2024-05-09,pendiente,3447.45
2206,1834,2024-06-28,enviado,1222.65
2207,1950,2025-02-13,pendiente,3989.88
2208,926,2025-10-27,enviado,940.75
2209,119,2024-07-09,pagado,2775.28
2210,237,2024-05-24,pendiente,3086.38
2211,446,2025-10-02,pagado,2761.49
2212,424,2024-09-02,enviado,444.52
2213,1799,2024-09-14,cancelado,2557.77
2214,473,2026-03-07,cancelado,1704.59
2215,34,2024-05-19,pendiente,1112.32
2216,1635,2025-05-09,cancelado,2585.79
2217,180,2025-12-22,cancelado,3711.58
2218,1716,2025-04-13,pendiente,2911.74
2219,1593,2025-10-12,entregado,3885.27
2220,340,2025-03-15,pagado,2330.94
2221,276,2026-03-06,entregado,3386.97
2222,86,2024-04-21,cancelado,1540.86
2223,324,2025-01-25,enviado,3190.41
2224,1509,2025-02-19,pendiente,2884.08
2225,1466,2025-02-10,pagado,3060.98
2226,1594,2025-04-29,cancelado,3049.6
2227,546,2024-03-22,enviado,1512.66
2228,953,2025-09-28,entregado,2390.29
2229,175,2025-05-28,pagado,3477.14
2230,447,2024-06-28,entregado,2674.08
2231,1704,2025-01-01,entregado,2484.7
2232,927,2024-08-31,cancelado,82.46
2233,1602,2024-04-12,enviado,2691.18
2234,295,2025-12-28,cancelado,3743.49
2235,1383,2025-03-31,cancelado,3209.32
2236,1406,2024-11-30,pagado,177.15
2237,516,2025-10-28,enviado,1209.15
2238,288,2025-09-07,cancelado,116.68
2239,1483,2025-10-08,enviado,55.94
2240,1375,2024-05-26,enviado,549.49
2241,1887,2025-03-15,entregado,408.77
2242,1985,2026-02-14,entregado,3773.93
2243,1570,2025-05-28,pendiente,3453.02
2244,809,2024-01-02,cancelado,1462.83
2245,1466,2024-01-27,enviado,3189.16
2246,74,2025-08-07,enviado,4008.81
2247,1887,2024-10-31,entregado,2240.65
2248,713,2025-02-08,enviado,1090.06
2249,1726,2025-02-21,enviado,2037.99
2250,1092,2026-01-18,enviado,153.41
2251,1760,2024-09-27,cancelado,2167.92
2252,182,2024-09-10,pendiente,1425.46
2253,549,2026-01-29,cancelado,3014.88
2254,163,2025-05-17,enviado,1054.3
2255,1449,2024-10-27,cancelado,1697.83
2256,1506,2024-09-23,entregado,1405.48
2257,486,2026-03-02,pendiente,2861.01
2258,1982,2024-11-26,cancelado,2538.35
2259,1590,2025-01-31,pendiente,2955.88
2260,1790,2024-08-29,pendiente,1597.84
2261,1933,2024-10-16,cancelado,2409.37
2262,1692,2024-12-29,pagado,2795.69
2263,1998,2025-03-13,cancelado,795.16
2264,1368,2025-12-06,enviado,4088.85
2265,1824,2025-10-18,enviado,1554.55
2266,407,2024-02-15,pagado,579.75
2267,1448,2025-05-03,cancelado,407.81
2268,442,2024-07-26,pendiente,303.63
