id,pedido_id,producto_id,cantidad,precio_unitario
2705,1635,463,1,904.38
2706,2390,663,4,384.71
2707,954,653,5,1429.12
2708,188,652,5,4109.18
2709,2538,774,5,1439.95
2710,85,706,1,3847.36
2711,5196,606,5,1503.28
2712,3939,512,3,80.38
2713,607,566,3,1548.36
2714,768,552,5,2209.14
2715,2808,771,2,149.65
2716,769,285,5,1852.82
2717,3533,459,4,2350.01
2718,1806,35,3,2290.48
2719,5258,593,2,1106.14
2720,1523,41,3,2205.38
2721,5174,792,4,606.04
2722,3170,407,5,812.15
2723,4723,614,1,1544.95
2724,1190,365,1,660.02
2725,3098,175,3,776.04
2726,5277,227,5,2011.53
2727,20,378,2,1486.33
2728,2628,585,3,1602.97
2729,2045,7,5,3154.24
2730,5954,472,4,142.02
2731,1227,288,2,1239.71
2732,1336,509,3,3292.8
2733,1030,23,5,4059.3
2734,3361,130,5,4034.64
2735,3273,664,5,4040.28
2736,880,220,5,1670.46
2737,4894,74,5,2901.73
2738,4695,748,4,2839.83
2739,4891,138,4,2660.36
2740,1278,564,5,620.93
2741,4475,386,2,3718.08
2742,2810,626,3,442.36
2743,1194,762,2,516.68
2744,3314,60,2,2706.62
2745,830,490,3,3296.84
2746,2879,339,2,2901.63
2747,2270,33,3,4026.54
2748,251,414,2,708.04
2749,2752,570,2,3397.18
2750,5435,797,2,3147.22
2751,2309,651,4,1338.3
2752,3474,148,3,1173.91
2753,3004,618,2,2888.93
2754,3425,426,1,16.75
2755,5514,370,3,39.03
2756,3721,167,3,2035.38
2757,2898,446,1,830.84
2758,1728,125,2,211.49
2759,4996,290,1,3646.97
2760,3902,155,4,1206.3
2761,2239,652,2,113.54
2762,611,308,3,555.73
2763,1071,652,2,2915.95
2764,2944,474,3,1498.11
2765,3282,603,5,211.71
2766,1321,509,4,2225.13
2767,3391,725,2,3922.02
2768,375,504,2,2016.18
2769,317,592,4,897.29
2770,5852,577,3,1781.96
2771,5156,100,2,1688.36
2772,257,222,1,2115.86
2773,295,646,2,2670.46
2774,5553,491,3,3608.34
2775,1385,795,3,2388.15
2776,2752,79,3,613.17
2777,3852,209,3,3571.35
2778,5007,513,5,1591.6
2779,3870,566,4,1691.41
2780,995,8,2,2003.35
2781,3816,620,5,337.33
2782,3897,544,2,274.0
2783,2864,514,3,3457.68
2784,1761,276,4,3137.15
2785,5284,620,1,4176.84
2786,4746,99,1,58.56
2787,2720,411,5,3972.15
2788,441,160,3,1659.8
2789,4218,556,2,2222.1
2790,4842,655,1,2053.58
2791,1932,57,5,2408.17
2792,4846,331,5,737.1
2793,5617,140,4,4096.12
2794,577,794,1,1395.57
2795,3033,176,3,900.11
2796,3932,227,2,4163.97
2797,557,254,5,2078.97
2798,4066,11,1,3481.89
2799,5447,352,4,3977.94
2800,3425,552,4,2209.5
2801,1014,694,2,1084.36
2802,5339,590,4,1260.01
2803,78,8,1,2286.02
2804,4468,731,2,3826.55
2805,3125,527,2,3473.03
2806,3924,233,4,2817.71
2807,5629,359,1,1593.34
2808,3921,521,2,3446.49
2809,3282,566,4,3067.43
2810,2683,470,2,329.64
2811,4874,491,2,4151.91
2812,3290,689,5,1594.43
2813,2523,634,3,3608.03
2814,4908,16,2,3962.12
2815,5855,431,2,697.56
2816,1042,34,2,3231.01
2817,2478,237,4,972.92
2818,614,522,1,3278.14
2819,2062,112,5,3233.05
2820,5305,769,1,2293.46
2821,2366,93,1,3349.06
2822,5518,763,3,3613.74
2823,2714,500,5,1612.47
2824,861,165,3,1075.76
2825,1626,258,2,2271.6
2826,817,589,3,1257.44
2827,979,644,5,2193.22
2828,4406,422,3,1966.25
2829,3759,704,3,2550.32
2830,809,793,5,300.78
2831,1434,508,2,2807.17
2832,246,760,4,286.24
2833,5500,333,4,2157.39
2834,5724,295,3,990.22
2835,1086,388,3,4091.83
2836,4595,662,1,393.3
2837,1012,566,5,1112.59
2838,3580,797,3,1609.45
2839,428,293,3,145.24
2840,1998,756,3,3058.23
2841,3762,112,3,49.06
2842,3644,213,4,1172.54
2843,4963,346,5,3443.5
2844,5424,584,5,1738.44
2845,776,453,2,1021.71
2846,1503,600,2,2015.85
2847,3902,711,3,393.68
2848,3650,715,1,2117.58
2849,5364,52,4,732.87
2850,5217,620,3,1041.87
2851,5037,65,3,2992.53
2852,3655,638,5,2184.82
2853,326,703,3,991.77
2854,951,479,4,1938.96
2855,4179,720,4,2035.23
2856,3188,696,1,2037.47
2857,3327,323,1,3403.81
2858,4733,792,3,4096.45
2859,4853,777,5,2746.71
2860,858,765,1,1764.5
2861,1193,20,3,1706.46
2862,3912,348,4,354.82
2863,5212,455,2,1064.9
2864,4632,779,1,3393.98
2865,4700,584,5,66.29
2866,2751,114,4,1187.27
2867,5865,93,3,320.31
2868,686,391,3,2719.93
2869,5186,348,1,1815.43
2870,1748,747,4,3478.46
2871,200,275,4,830.85
2872,5123,564,2,1842.31
2873,2859,413,1,1686.82
2874,1488,45,4,1025.22
2875,3818,225,4,512.19
2876,5305,6,1,1023.54
2877,3928,315,4,3918.76
2878,4225,384,3,2486.01
2879,5620,592,1,2894.42
2880,5544,487,2,725.57
2881,3177,366,3,2635.2
2882,2330,790,5,2246.3
2883,4260,7,5,1220.84
2884,2662,420,2,2006.0
2885,2762,273,3,2407.96
2886,1810,379,3,2130.96
2887,1935,768,5,678.66
2888,5611,636,1,1892.89
2889,5320,176,4,3205.85
2890,1404,316,4,3597.55
2891,1293,760,3,4114.75
2892,439,555,3,2251.37
2893,4329,6,1,639.96
2894,2120,585,3,2614.13
2895,4584,399,1,735.82
2896,5316,765,3,1239.32
2897,878,23,2,361.72
2898,5447,691,3,2889.09
2899,5378,383,4,2367.25
2900,5777,641,4,2788.93
2901,761,360,1,4017.7
2902,3425,476,5,2053.77
2903,2517,88,5,913.47
2904,1167,151,5,4173.19
2905,5680,790,5,2223.03
2906,1210,79,5,2742.11
2907,1084,547,2,1814.66
2908,3796,257,4,998.58
2909,89,756,2,2680.98
2910,5034,794,3,1487.76
2911,5342,208,2,1767.24
2912,1191,725,1,971.64
2913,791,416,1,3577.11
2914,218,274,1,3775.74
2915,3866,661,1,3775.47
2916,2317,222,3,2884.68
2917,2142,746,2,3826.97
2918,2545,350,2,1140.82
2919,2792,520,4,50.86
2920,1476,13,3,2644.91
2921,3670,610,5,444.72
2922,5782,512,4,1074.62
2923,5489,608,3,1190.99
2924,580,542,2,91.4
2925,5127,2,1,1634.15
2926,5941,162,3,4103.71
2927,2475,165,2,2925.8
2928,5979,570,4,1104.17
2929,2855,654,2,1527.43
2930,2281,639,2,3243.39
2931,1392,683,1,106.15
2932,5621,709,3,1170.75
2933,4781,61,3,3318.79
2934,43,584,2,219.49
2935,675,525,4,2617.41
2936,3328,491,4,1245.12
2937,4854,752,4,3825.35
2938,3404,35,2,1347.46
2939,271,140,4,2225.97
2940,2584,437,4,714.37
2941,1949,206,2,193.27
2942,5695,458,3,909.16
2943,2641,458,4,4032.63
2944,5231,633,5,1953.64
2945,392,37,1,3121.79
2946,4177,259,3,1040.16
2947,2138,112,4,1450.95
2948,3421,420,3,2660.77
2949,4746,320,1,1329.06
2950,3664,32,5,3379.76
2951,4379,433,3,72.84
2952,5274,651,1,298.17
2953,4622,342,4,809.52
2954,4303,710,4,1019.61
2955,4325,386,1,1832.94
2956,1598,86,5,443.45
2957,5326,499,4,3786.66
2958,621,237,2,396.66
2959,1761,687,4,1670.08
2960,2841,73,5,3177.36
2961,4778,725,2,3044.64
2962,5847,608,2,1429.86
2963,1314,744,3,3362.52
2964,975,703,3,973.34
2965,3364,83,4,2643.86
2966,3924,158,2,403.44
2967,1633,109,4,4149.12
2968,5504,725,1,185.49
2969,1085,262,3,4084.59
2970,3982,205,5,701.27
2971,768,4,3,1424.95
2972,3780,291,2,3041.46
2973,3681,731,4,2386.1
2974,2721,781,3,1726.81
2975,81,156,3,3084.3
2976,485,71,1,2875.82
2977,2662,548,5,3896.94
2978,4396,220,1,1008.84
2979,2901,779,5,3430.52
2980,2158,20,2,982.49
2981,2006,546,5,3847.5
2982,2059,28,2,3491.27
2983,5194,479,5,3711.88
2984,5241,127,1,2930.92
2985,5710,514,3,671.81
2986,3022,709,4,51.56
2987,4621,561,4,3340.45
2988,5632,360,3,130.54
2989,472,731,3,2127.66
2990,5887,351,5,2245.81
2991,5327,299,3,1708.94
2992,1301,705,1,469.39
2993,5731,269,3,254.07
2994,2695,410,5,1526.2
2995,4883,287,4,3238.18
2996,903,721,3,2718.58
2997,1551,579,3,1737.11
2998,5290,448,1,4196.88
2999,4362,726,4,997.68
3000,1671,669,1,2424.09
3001,1200,459,4,3198.65
3002,37,553,4,1972.12
3003,3497,265,1,480.99
3004,3703,689,2,34.13
3005,4282,755,5,2313.33
3006,5516,720,2,2781.86
3007,5711,358,3,1958.72
3008,5566,525,2,2331.64
3009,1492,117,1,4113.71
3010,1597,732,2,3260.16
3011,4074,529,1,733.77
3012,4116,499,1,3746.76
3013,300,454,5,263.71
3014,3290,85,5,3993.3
3015,1516,339,3,3812.87
3016,2599,292,2,1657.47
3017,5540,455,5,687.35
3018,5843,477,5,2169.1
3019,3300,139,4,1761.5
3020,1418,193,5,1407.9
3021,518,6,3,1063.22
3022,5626,354,2,1250.04
3023,666,122,1,718.84
3024,2081,502,4,2304.76
3025,2799,31,2,3026.92
3026,4501,338,1,800.84
3027,3451,675,1,2242.91
3028,5175,311,4,438.61
3029,4825,124,5,2960.25
3030,5565,655,5,1413.86
3031,394,692,5,829.49
3032,914,133,2,3881.5
3033,3887,744,2,3097.13
3034,2042,97,5,1348.65
3035,209,741,4,2905.79
3036,347,750,3,1961.86
3037,1443,248,5,3452.79
3038,4376,84,2,456.63
3039,2161,116,5,3811.94
3040,5042,564,3,709.24
3041,2640,23,5,3068.77
3042,4912,43,5,1038.02
3043,3176,560,2,3052.48
3044,2238,68,5,3597.49
3045,2573,640,2,3810.95
3046,3361,14,5,2657.24
3047,3096,690,3,2644.21
3048,4515,238,1,530.54
3049,1053,675,3,1311.27
3050,5525,487,3,3614.01
3051,654,772,4,1650.18
3052,4469,467,2,2363.25
3053,903,759,1,2733.34
3054,3707,270,1,1588.61
3055,4059,602,4,1695.09
3056,3346,217,3,1552.12
3057,3465,545,2,182.34
3058,90,445,5,1070.05
3059,2072,307,5,943.19
3060,4945,337,4,1580.04
3061,4886,390,2,2960.0
3062,5502,135,3,3526.52
3063,4499,660,4,2198.84
3064,5908,797,3,258.97
3065,4878,441,2,2884.75
3066,629,531,3,3988.8
3067,4435,758,5,2848.9
3068,472,313,2,165.14
3069,3467,90,3,2707.54
3070,5525,448,2,72.64
3071,3770,404,1,3517.26
3072,2647,747,5,640.28
3073,2454,127,1,2326.61
3074,3574,431,2,3510.29
3075,3900,413,5,738.5
3076,198,210,5,654.64
3077,3670,194,4,2417.36
3078,272,344,2,3158.69
3079,5159,103,5,1892.49
3080,4230,428,5,619.72
3081,527,481,3,1832.35
3082,1567,591,3,2708.56
3083,2202,409,1,2314.37
3084,2042,578,4,2066.78
3085,3727,768,2,3634.22
3086,2809,540,5,4014.86
3087,1792,229,3,433.71
3088,2559,623,3,834.52
3089,466,179,2,2438.86
3090,4787,394,3,1402.41
3091,2492,356,5,1973.53
3092,2984,83,3,422.06
3093,1839,132,3,253.08
3094,395,67,3,120.17
3095,3975,527,4,1450.8
3096,5179,541,1,1694.07
3097,3352,161,3,3155.18
3098,4591,107,2,4149.97
3099,4005,139,2,3253.38
3100,229,1,4,1670.42
3101,2691,352,4,629.03
3102,2297,191,1,373.67
3103,4806,168,4,1442.91
3104,3040,311,3,3405.02
3105,421,178,1,1953.39
3106,5674,718,4,1609.69
3107,1714,778,3,2379.24
3108,1092,7,3,213.73
3109,5402,17,5,2666.02
3110,5566,215,4,3588.75
3111,46,584,4,3015.6
3112,4575,603,4,1124.72
3113,3105,427,4,950.06
3114,3987,32,4,440.05
3115,4624,38,1,2513.69
3116,2278,589,3,1098.09
3117,5874,572,5,1997.0
3118,5692,764,1,1144.16
3119,3678,260,2,1951.56
3120,3339,743,3,349.87
3121,1175,448,1,682.25
3122,4992,340,4,2833.6
3123,1348,261,2,3204.15
3124,1072,480,4,39.29
3125,3231,262,5,3394.59
3126,1971,308,1,808.43
3127,2831,302,4,993.27
3128,4101,318,5,3033.72
3129,4780,120,2,1101.31
3130,4058,93,4,1448.96
3131,4565,451,1,4171.24
3132,4150,203,3,1725.23
3133,5843,35,5,2177.32
3134,161,200,5,3086.66
3135,1220,3,5,3976.28
3136,2802,11,4,2537.42
3137,19,29,3,3212.5
3138,2049,490,3,2222.36
3139,4795,512,2,97.36
3140,1539,19,4,1685.19
3141,2182,596,4,3249.78
3142,5825,119,2,590.29
3143,2238,399,4,1556.28
3144,5443,218,5,4080.9
3145,4647,242,2,4087.9
3146,3559,431,1,4137.27
3147,147,466,4,1640.94
3148,1328,797,2,1112.66
3149,5657,39,2,1814.26
3150,560,200,3,1847.94
3151,2423,55,3,614.78
3152,4032,198,5,1356.76
3153,907,207,3,1726.35
3154,2546,172,5,4156.45
3155,958,102,5,1046.79
3156,5311,436,2,2275.31
3157,2978,247,3,2447.88
3158,1821,239,2,1102.26
3159,3312,103,1,844.87
3160,2219,327,1,1137.08
3161,3146,165,2,256.85
3162,3085,135,4,2780.36
3163,1778,20,3,981.97
3164,5545,631,1,1743.87
3165,58,699,4,2942.25
3166,1373,764,2,4146.44
3167,3566,525,5,4034.95
3168,154,99,2,2868.0
3169,5191,432,3,597.08
3170,1712,44,1,1519.28
3171,4327,3,2,1376.83
3172,229,673,1,2352.35
3173,2922,300,1,3170.02
3174,1997,606,3,2064.86
3175,3454,723,5,4167.64
3176,228,734,1,2047.04
3177,2191,573,1,3510.85
3178,5170,550,1,1876.97
3179,5167,447,5,1126.7
3180,794,651,4,1882.89
3181,1564,760,2,1291.07
3182,5863,472,4,930.13
3183,4301,385,1,303.22
3184,1935,784,5,2232.03
3185,1042,687,5,1212.48
3186,3032,453,1,975.42
3187,2032,39,3,2883.67
3188,4120,715,1,4124.87
3189,5414,132,5,956.52
3190,3765,70,4,1337.94
3191,3652,413,1,133.63
3192,2562,578,2,3351.88
3193,2555,197,1,3924.82
3194,2430,660,5,413.15
3195,374,791,2,279.1
3196,4088,723,3,1363.89
3197,2012,341,3,3604.05
3198,1947,524,4,1307.39
3199,5710,725,2,3068.77
3200,3817,394,5,125.38
3201,1389,541,4,2696.03
3202,3678,138,3,4050.9
3203,3783,716,1,2955.94
3204,4081,494,3,1040.32
3205,4011,65,1,1677.41
3206,949,192,2,3703.43
3207,1632,400,1,1349.58
3208,3415,79,3,1100.41
3209,975,126,2,2110.5
3210,1209,164,3,2714.8
3211,5220,561,1,2366.42
3212,5978,564,1,1027.57
3213,5357,407,2,2548.99
3214,1683,788,4,3057.96
3215,1445,707,3,3665.27
3216,2852,718,5,2995.94
3217,5362,99,2,2838.31
3218,2801,758,2,717.19
3219,2208,41,1,1076.69
3220,5036,72,4,1476.27
3221,5788,540,5,683.84
3222,279,167,2,4184.45
3223,2286,495,1,1258.53
3224,1418,296,1,3334.33
3225,1243,684,5,3816.49
3226,3731,280,3,2672.57
3227,2493,484,4,2371.07
3228,1430,40,1,2109.72
3229,3990,188,2,2887.25
3230,2395,16,4,1289.04
3231,2055,214,3,1297.03
3232,88,348,5,1022.96
3233,4081,323,4,2072.58
3234,2500,727,3,3340.87
3235,2309,447,2,2798.57
3236,2977,800,1,61.03
3237,3291,398,2,3577.14
3238,3578,143,1,1167.19
3239,1344,241,2,2227.42
3240,553,425,4,3577.89
3241,4270,658,5,3293.72
3242,4698,401,2,4036.28
3243,1882,439,4,717.45
3244,3213,290,2,3391.93
3245,1273,412,1,1300.7
3246,5451,499,4,523.42
3247,5657,716,2,1711.07
3248,5602,165,3,960.15
3249,2006,255,4,3011.53
3250,926,212,2,3113.15
3251,5742,48,5,3198.92
3252,3136,247,1,1728.35
3253,3270,800,5,3713.13
3254,506,338,3,1514.12
3255,4478,52,5,2625.33
3256,5184,663,3,239.12
3257,2583,349,5,1666.08
3258,3235,740,1,3446.2
3259,1859,321,2,1941.87
3260,4968,351,5,2475.88
3261,416,529,5,2265.4
3262,870,771,5,1859.69
3263,3181,21,4,3735.56
3264,1494,526,5,3976.0
3265,5224,278,3,2096.88
3266,481,719,4,30.55
3267,3234,693,3,1382.28
3268,3615,744,3,3118.78
3269,5836,3,2,454.53
3270,208,796,1,1082.54
3271,1874,446,4,3639.7
3272,1686,304,1,1318.1
3273,835,165,3,4038.7
3274,2136,516,3,776.51
3275,2772,88,2,1347.73
3276,2998,460,4,3557.15
3277,2774,638,3,1441.81
3278,2002,251,1,3726.6
3279,591,20,2,3628.01
3280,4927,575,3,1131.63
3281,1066,114,4,1008.62
3282,2304,371,2,2911.6
3283,3142,699,5,1950.39
3284,5614,191,4,1776.16
3285,4384,349,4,1002.51
3286,981,443,2,3392.33
3287,2146,192,5,535.31
3288,4344,580,3,4080.91
3289,641,119,1,3539.95
3290,5898,532,3,896.3
3291,5905,671,5,309.06
3292,2518,159,3,1710.07
3293,4626,261,4,4072.87
3294,4389,56,4,1705.11
3295,430,29,1,3534.06
3296,1565,539,5,3675.65
3297,1990,690,1,2739.92
3298,3045,741,5,4022.25
3299,769,444,5,2577.86
3300,4127,712,3,3905.96
3301,5005,651,4,728.58
3302,1222,333,5,1762.56
3303,1157,106,3,3621.21
3304,3229,606,4,3464.11
3305,1986,19,5,556.56
3306,4430,79,3,2473.99
3307,588,567,1,3906.18
3308,4438,135,2,2317.76
3309,975,236,5,652.26
3310,815,18,2,250.14
3311,523,798,5,1863.82
3312,3871,65,4,2919.16
3313,5607,557,4,1778.25
3314,5968,239,4,1686.61
3315,5450,336,1,609.91
3316,4670,430,3,2945.2
3317,1544,9,2,1952.77
3318,4139,74,3,3733.02
3319,5886,240,2,3260.43
3320,3856,642,3,3606.87
3321,595,764,4,2134.82
3322,1063,165,5,1524.29
3323,4580,197,2,3227.52
3324,5229,461,2,1232.44
3325,2935,521,5,1989.34
3326,2911,624,1,3130.09
3327,5890,205,1,4037.68
3328,1327,78,2,419.62
3329,671,617,5,2579.63
3330,303,355,3,3549.42
3331,5297,94,3,385.47
3332,2680,609,4,3535.41
3333,1803,101,2,1371.02
3334,2366,476,5,3444.35
3335,748,81,1,3517.88
3336,498,796,2,1052.28
3337,772,549,3,3060.29
3338,3990,152,2,1678.7
3339,803,643,1,3185.27
3340,1672,247,2,516.55
3341,2236,308,3,1468.79
3342,4500,797,4,912.0
3343,4132,316,5,2889.47
3344,2363,692,1,1902.67
3345,687,734,2,2622.5
3346,5941,167,3,480.95
3347,1041,142,1,121.89
3348,5802,658,4,1874.46
3349,4612,199,5,15.12
3350,2477,79,1,2673.06
3351,1258,105,5,3263.29
3352,4007,477,2,2551.77
3353,2921,475,3,3680.82
3354,3671,222,2,3529.28
3355,3539,332,1,1731.4
3356,2222,229,3,1540.54
3357,2402,745,4,1676.07
3358,795,366,3,3022.27
3359,5637,699,2,1553.38
3360,5503,398,2,2889.03
3361,2592,344,1,2179.07
3362,5704,111,1,1146.27
3363,972,352,2,244.28
3364,655,735,2,2030.06
3365,2437,585,2,2300.43
3366,4725,705,1,2385.76
3367,2583,219,1,4171.78
3368,1827,655,5,1027.51
3369,5075,333,2,53.31
3370,18,56,3,3927.77
3371,3573,631,3,1375.14
3372,3087,667,4,2413.76
3373,1437,220,3,2722.44
3374,554,43,4,3348.78
3375,1740,468,2,1962.52
3376,1625,221,3,1711.42
3377,395,628,1,1671.21
3378,4936,326,1,2841.32
3379,1818,646,5,2730.75
3380,5431,37,1,237.53
3381,3932,149,4,1322.25
3382,4023,579,4,2593.55
3383,3723,292,4,3988.12
3384,184,52,1,3842.13
3385,5522,275,1,2300.97
3386,2768,774,4,2592.06
3387,1367,445,5,1836.26
3388,4952,420,1,2376.72
3389,4298,141,3,3884.88
3390,1248,283,2,427.45
3391,2420,113,3,2576.15
3392,3777,42,4,1148.81
3393,5015,236,1,1540.7
3394,5253,675,2,1556.71
3395,5128,241,5,4154.17
3396,5980,436,3,2822.86
3397,960,166,5,686.51
3398,1969,382,3,3558.65
3399,2777,435,5,1789.45
3400,1833,19,4,4045.3
3401,1699,665,3,3286.35
3402,5479,542,3,3277.9
3403,493,106,5,609.8
3404,3356,478,4,1683.71
3405,4327,644,5,3712.37
3406,2175,18,1,1571.27
3407,4230,557,5,265.67
3408,5355,684,5,1605.92
3409,2320,5,5,2841.23
3410,5757,658,5,1967.79
3411,1520,382,3,1009.96
3412,806,419,4,1178.13
3413,5691,199,5,3892.14
3414,2480,691,3,2793.63
3415,1393,30,5,2359.07
3416,5413,142,3,652.88
3417,3536,38,4,2101.1
3418,176,68,5,1344.81
3419,896,396,5,1265.87
3420,4162,260,4,3939.6
3421,717,125,4,14.04
3422,5871,742,5,3939.11
3423,5299,505,3,4062.0
3424,5987,590,4,99.75
3425,5706,69,1,2665.1
3426,2370,130,5,2880.37
3427,1197,73,2,3977.62
3428,4432,38,2,2809.65
3429,694,46,1,2738.96
3430,5714,463,3,2956.46
3431,4836,234,2,1292.01
3432,5217,690,5,3713.33
3433,4298,74,4,1490.29
3434,3302,83,1,2202.91
3435,2164,707,2,275.5
3436,5132,752,1,1079.62
3437,520,38,3,4053.81
3438,2190,683,1,3816.88
3439,5015,498,2,1072.05
3440,1975,767,1,237.04
3441,1513,767,5,2558.26
3442,5454,197,1,3348.11
3443,2169,602,3,3993.58
3444,3087,521,3,2522.32
3445,405,593,1,911.33
3446,1073,324,1,1724.03
3447,1526,546,1,929.92
3448,1603,289,2,1762.31
3449,3796,656,5,4075.72
3450,2994,232,1,2650.09
3451,3913,575,3,1052.71
3452,5225,241,4,3115.58
3453,229,52,4,1431.62
3454,1463,102,1,3299.74
3455,4380,564,4,1988.83
3456,1887,551,5,4027.14
3457,2328,632,2,2205.0
3458,4697,585,3,1677.49
3459,1694,258,4,169.41
3460,2653,517,4,3628.98
3461,3416,643,2,1606.13
3462,1486,116,2,3278.59
3463,1455,493,2,1429.24
3464,5647,708,1,2974.86
3465,2074,306,4,2865.03
3466,781,625,2,2118.49
3467,3365,770,4,2398.53
3468,4862,149,2,2729.62
3469,4550,679,4,2113.75
3470,5716,568,2,2401.97
3471,4042,131,2,949.45
3472,2816,613,3,3112.68
3473,1250,191,3,2132.28
3474,585,726,2,2495.54
3475,4698,554,5,491.29
3476,2259,384,3,2363.0
3477,4191,295,2,1427.45
3478,5633,796,1,3748.0
3479,2121,544,1,2098.96
3480,2211,222,5,851.63
3481,3779,758,2,3094.86
3482,4976,666,2,2569.01
3483,118,108,5,766.47
3484,5847,658,2,2693.74
3485,5182,601,4,2946.54
3486,2074,481,5,1948.43
3487,316,582,2,3417.78
3488,4955,608,5,4199.12
3489,3265,697,2,1245.44
3490,2771,93,5,4018.36
3491,3036,37,2,4028.53
3492,2290,544,5,1559.8
3493,5966,140,5,424.39
3494,3695,637,1,2260.9
3495,1982,153,1,1429.48
3496,696,383,4,3084.05
3497,2712,750,3,3383.88
3498,5766,170,2,2731.9
3499,323,99,2,2239.71
3500,2391,668,3,1918.78
3501,1943,238,5,2234.06
3502,4097,309,5,3766.34
3503,1207,242,4,3833.22
3504,1585,419,5,4151.81
3505,1897,739,5,2090.36
3506,76,742,3,213.74
3507,4808,354,5,276.23
3508,296,645,4,1606.34
3509,2066,648,1,3991.71
3510,808,665,3,2542.42
3511,5368,86,1,2050.86
3512,204,623,3,3040.56
3513,5013,88,2,1917.4
3514,3484,583,3,3216.3
3515,1469,108,4,2173.1
3516,2743,484,3,3282.93
3517,4596,131,3,3368.78
3518,1087,296,4,2086.26
3519,3647,480,1,941.51
3520,184,198,1,3296.03
3521,2374,574,5,1400.49
3522,2928,785,5,2018.12
3523,4959,159,4,753.78
3524,4022,800,3,3349.95
3525,5607,243,3,3674.31
3526,1461,640,5,4172.16
3527,5121,434,2,720.52
3528,5675,128,1,198.78
3529,3692,555,1,2868.39
3530,1700,576,3,1239.47
3531,1536,690,4,684.62
3532,5749,454,2,3371.36
3533,1112,509,1,3839.9
3534,3206,656,1,3697.14
3535,3629,71,1,2781.86
3536,2891,460,1,2148.86
3537,2199,622,4,1459.75
3538,5601,624,5,1505.46
3539,5270,624,4,1037.7
3540,4556,548,5,2678.04
3541,819,44,1,2066.08
3542,1493,780,3,1601.47
3543,1684,411,5,739.13
3544,1345,617,2,277.52
3545,4467,373,5,1736.74
3546,5092,37,2,891.35
3547,2777,136,4,3690.06
3548,2689,483,1,887.47
3549,4870,407,1,2375.71
3550,3956,365,2,132.31
3551,5246,469,2,3218.98
3552,1274,531,1,303.53
3553,2832,284,3,2980.21
3554,3868,21,1,3981.21
3555,5337,450,3,4116.86
3556,4296,491,5,2942.55
3557,56,469,5,1272.01
3558,1794,239,5,4140.63
3559,5764,53,5,1012.43
3560,5659,210,4,3314.0
3561,1209,209,3,3692.97
3562,4574,117,5,3381.99
3563,1703,320,2,3101.8
3564,5123,264,5,2060.57
3565,2890,666,3,2955.69
3566,5137,396,3,4181.78
3567,548,154,2,1141.78
3568,4035,510,1,3569.46
3569,5585,365,1,3283.85
3570,365,768,4,1624.19
3571,289,1,4,3490.45
3572,2988,346,3,649.89
3573,4018,77,2,3807.35
3574,2176,648,3,690.86
3575,3119,133,2,1964.89
3576,2185,461,3,2026.5
3577,2348,164,3,3197.44
3578,5344,526,1,2711.9
3579,52,491,4,1176.9
3580,3251,16,5,942.55
3581,2872,351,2,535.84
3582,3487,484,2,2545.81
3583,4546,788,1,3864.11
3584,3112,451,5,2366.67
3585,3748,22,3,1781.68
3586,1124,422,4,3611.27
3587,3946,244,5,729.62
3588,539,637,5,2430.5
3589,5787,604,1,4038.99
3590,3544,514,1,3317.05
3591,997,736,4,1367.25
3592,3460,500,2,3098.49
3593,4453,646,1,2985.31
3594,4692,167,2,1640.93
3595,1419,607,2,1756.61
3596,4610,750,3,1003.69
3597,501,290,1,3249.59
3598,3739,727,4,1103.26
3599,4231,187,4,3574.18
3600,3165,77,5,3321.4
3601,4604,597,2,1251.87
3602,4433,107,5,2870.75
3603,2523,104,2,3863.07
3604,2590,441,5,3525.27
3605,261,68,5,3682.23
3606,4793,687,3,3456.8
3607,2381,376,5,1907.92
3608,189,479,5,3802.06
3609,3869,70,2,946.03
3610,2852,496,4,2477.65
3611,762,215,1,1754.01
3612,5515,418,5,2300.05
3613,5617,531,3,626.75
3614,5697,614,5,1148.86
3615,2448,316,3,1721.37
3616,1087,749,1,691.21
3617,881,562,4,763.8
3618,5526,225,1,2580.78
3619,2415,487,3,2316.56
3620,2163,12,4,69.14
3621,5883,270,1,2622.09
3622,4149,13,5,2186.13
3623,1726,683,5,954.18
3624,3925,285,1,2189.06
3625,2923,164,4,585.85
3626,5839,354,4,2114.46
3627,4256,344,4,672.78
3628,3899,671,4,1403.63
3629,3496,229,4,3706.8
3630,5951,63,2,2122.61
3631,4801,419,5,3596.52
3632,1603,405,2,2224.85
3633,441,776,2,963.81
3634,3905,480,4,1756.48
3635,441,244,1,1639.5
3636,714,623,2,855.14
3637,5936,64,3,1697.67
3638,3640,684,1,1159.96
3639,3135,263,2,728.59
3640,3874,118,4,883.7
3641,53,238,2,3022.23
3642,694,673,1,1770.12
3643,5688,315,2,2080.86
3644,4886,21,4,1239.34
3645,3027,395,1,2379.48
3646,5841,1,4,167.71
3647,4211,271,1,1346.85
3648,3792,552,1,2844.16
3649,3396,528,4,1657.3
3650,2629,775,1,362.0
3651,5583,371,1,740.8
3652,954,517,3,448.68
3653,144,562,4,2603.39
3654,3520,697,5,2865.43
3655,2000,447,5,1589.14
3656,2528,549,2,1668.17
3657,5266,616,4,551.41
3658,3723,369,5,3568.75
3659,756,386,2,1869.44
3660,402,590,1,1094.58
