id,nombre,categoria_id,precio,stock
640,Sierra Teclado Air,5,746.85,374
641,Tacna Componente Core,10,122.77,122
642,Sierra Almacenamient Core,6,259.94,361
643,Volta Gamin One,12,1640.73,88
644,Andes Teclado Ultra,5,1339.81,104
645,Andes Almacenamient Core,6,1819.39,297
646,Andes Almacenamient Max,6,3295.12,166
647,Sierra Monitore Air,4,1897.25,75
648,Kairo Componente Air,10,1711.99,272
649,Orion Rede Pro,7,4135.78,286
650,Kairo Laptop One,1,1837.16,269
651,Andes Teclado Lite,5,2641.83,171
652,Andes Accesorio Plus,9,2666.07,231
653,Andes Accesorio Pro,9,1587.84,66
654,Nexo Gamin Pro,12,1267.01,189
655,Tacna Laptop Plus,1,1945.02,56
656,Kairo Almacenamient One,6,2393.25,320
657,Tacna Accesorio Pro,9,3484.66,94
658,Nexo Laptop Ultra,1,3866.51,360
659,Sierra Cámara Max,11,2465.14,206
660,Kairo Teclado One,5,3883.0,117
661,Lumen Audi Pro,3,1582.09,29
662,Lumen Cámara Air,11,1697.76,318
663,Lumen Accesorio One,9,1655.61,107
664,Nexo Laptop Ultra,1,1915.12,313
665,Nexo Almacenamient Air,6,2466.49,399
666,Sierra Teclado Lite,5,2721.12,308
667,Kairo Rede Pro,7,939.24,59
668,Lumen Impresió Plus,8,1130.25,132
669,Orion Gamin Ultra,12,1771.27,238
670,Kairo Cámara Plus,11,31.04,239
671,Lumen Rede Lite,7,2251.22,262
672,Andes Monitore Core,4,3803.69,31
673,Volta Audi Plus,3,4090.5,110
674,Volta Impresió Pro,8,2191.79,312
675,Andes Cámara Core,11,3324.22,132
676,Andes Monitore Ultra,4,754.86,324
677,Andes Celulare Pro,2,3256.26,74
678,Kairo Almacenamient Ultra,6,787.16,200
679,Nexo Teclado Ultra,5,2428.12,219
680,Orion Almacenamient Air,6,2682.95,185
681,Kairo Gamin Plus,12,3140.34,37
682,Kairo Componente Lite,10,80.89,261
683,Lumen Impresió Lite,8,1566.86,256
684,Orion Teclado Pro,5,3297.19,158
685,Kairo Rede One,7,2506.61,317
686,Nexo Accesorio Plus,9,3911.65,274
687,Sierra Cámara Lite,11,2760.68,371
688,Orion Gamin Plus,12,2518.54,43
689,Orion Accesorio Plus,9,714.89,284
690,Volta Celulare Ultra,2,264.72,4
691,Sierra Audi Max,3,2069.37,35
692,Andes Teclado Air,5,2612.2,8
693,Sierra Laptop Core,1,1924.09,135
694,Tacna Componente Max,10,880.35,174
695,Sierra Impresió Lite,8,2235.17,33
696,Volta Laptop Ultra,1,510.87,397
697,Sierra Cámara One,11,2735.53,217
698,Sierra Impresió Air,8,3341.35,157
699,Lumen Almacenamient Ultra,6,666.45,354
700,Kairo Audi Pro,3,3752.05,346
701,Sierra Laptop Core,1,121.5,171
702,Lumen Impresió Core,8,116.14,323
703,Andes Celulare Max,2,417.49,388
704,Tacna Cámara One,11,2261.19,150
705,Tacna Audi One,3,951.88,106
706,Volta Cámara Max,11,3307.17,22
707,Andes Cámara Max,11,2932.92,237
708,Lumen Gamin Air,12,956.04,288
709,Andes Gamin Max,12,520.94,73
710,Kairo Monitore Lite,4,3378.25,332
711,Volta Accesorio Core,9,2961.29,140
712,Tacna Audi Lite,3,2451.23,330
713,Volta Laptop Air,1,2095.83,117
714,Volta Componente Plus,10,1586.41,16
715,Tacna Gamin Max,12,2638.14,47
716,Kairo Teclado Ultra,5,1858.58,87
717,Volta Monitore Lite,4,3113.11,118
718,Orion Rede Plus,7,1060.31,152
719,Andes Audi Pro,3,4156.29,25
720,Tacna Gamin One,12,3295.42,287
721,Nexo Laptop Pro,1,638.84,351
722,Nexo Teclado Core,5,3599.97,69
723,Kairo Rede Core,7,161.87,50
724,Andes Rede Plus,7,1876.22,206
725,Tacna Accesorio One,9,4088.98,282
726,Nexo Celulare Air,2,1563.92,28
727,Volta Almacenamient Max,6,3429.01,264
728,Lumen Monitore Max,4,1758.44,210
729,Nexo Accesorio Pro,9,306.76,365
730,Tacna Almacenamient Lite,6,832.59,77
731,Lumen Componente Ultra,10,3173.42,238
732,Nexo Accesorio Air,9,1283.58,195
733,Andes Laptop Ultra,1,1190.49,273
734,Tacna Rede Ultra,7,1499.17,83
735,Lumen Gamin Pro,12,211.16,20
736,Sierra Audi Plus,3,3796.61,49
737,Lumen Impresió Lite,8,4190.8,286
738,Orion Celulare Max,2,1027.28,386
739,Sierra Teclado Ultra,5,3495.38,391
740,Kairo Teclado Ultra,5,2894.31,195
741,Volta Componente Ultra,10,2073.32,241
742,Tacna Gamin Lite,12,3231.88,283
743,Sierra Gamin Air,12,876.61,255
744,Orion Rede Air,7,1126.99,92
745,Lumen Componente One,10,2135.06,175
746,Andes Monitore Plus,4,929.04,398
747,Andes Impresió One,8,3413.61,388
748,Kairo Impresió Core,8,1298.23,21
749,Nexo Rede Ultra,7,236.22,22
750,Volta Almacenamient Ultra,6,3071.46,70
751,Sierra Gamin Ultra,12,69.3,123
752,Sierra Accesorio Lite,9,1848.05,163
753,Lumen Accesorio Max,9,3369.99,317
754,Volta Accesorio Pro,9,39.49,314
755,Andes Cámara Pro,11,1478.68,98
756,Andes Impresió Pro,8,548.4,34
757,Sierra Teclado Plus,5,524.18,115
758,Nexo Audi Ultra,3,212.21,359
759,Sierra Laptop One,1,334.98,100
760,Sierra Laptop Plus,1,3487.7,161
761,Orion Monitore Pro,4,3855.48,260
762,Sierra Gamin Lite,12,141.35,355
763,Volta Componente Plus,10,3789.39,198
764,Nexo Componente One,10,3106.09,37
765,Kairo Audi One,3,4187.12,200
766,Sierra Rede Air,7,3576.91,266
767,Orion Celulare Pro,2,4135.2,131
768,Andes Celulare Plus,2,880.25,224
769,Tacna Audi Ultra,3,3195.01,208
770,Volta Impresió Ultra,8,4113.76,76
771,Volta Componente Core,10,2282.39,350
772,Volta Almacenamient Ultra,6,840.77,85
773,Tacna Cámara Pro,11,2737.19,43
774,Sierra Impresió Ultra,8,2866.26,232
775,Lumen Rede Air,7,3651.73,61
776,Orion Rede One,7,2827.29,93
777,Sierra Rede Air,7,3604.4,180
778,Sierra Rede Plus,7,327.93,86
779,Kairo Almacenamient Lite,6,4084.88,188
780,Kairo Teclado One,5,1988.24,102
781,Volta Accesorio Plus,9,3657.71,6
782,Orion Laptop Max,1,416.47,370
783,Tacna Cámara Lite,11,2640.48,387
784,Volta Teclado Air,5,3763.07,162
785,Orion Rede Plus,7,3673.99,263
786,Tacna Impresió Pro,8,1802.42,72
787,Andes Laptop Max,1,2802.45,350
788,Nexo Laptop Air,1,3424.03,235
789,Lumen Monitore Pro,4,2966.2,279
790,Sierra Monitore Pro,4,575.47,104
791,Lumen Rede Pro,7,2837.83,299
792,Volta Celulare Pro,2,1866.79,351
793,Nexo Teclado Lite,5,2667.68,59
794,Orion Almacenamient Max,6,589.9,59
795,Sierra Celulare Core,2,3867.97,362
796,Tacna Teclado Max,5,3599.4,386
797,Sierra Laptop Ultra,1,2590.59,108
798,Nexo Almacenamient Pro,6,1472.68,131
799,Tacna Laptop Lite,1,1757.11,391
800,Volta Monitore Ultra,4,3281.98,69
